Anon Student Id	Session Id	Time	Problem Start Time	Level (Topic)	Problem Name	Condition Name	Condition Type	Condition Name	Condition Type	Condition Name	Condition Type	Action	Selection	KC (Topic)	KC (LO)	School	Class	CF (Exemplar Answer)	CF (Question Type)	CF (Original Due Date)	CF (Response Time)	CF (Parent Question ID)	CF (Experiment ID)	Step Name	CF (Stage)	CF (Key)	CF (LLM Evaluation)	CF (LLM Explanation)	CF (LLM Outcome)	CF (System Outcome)	CF (Anon Teacher Id)	CF (Course)	Outcome
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:46	6.10B Rock Cycle	How can sedimentary rocks become igneous rocks?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	By experiencing high pressure only	6.10B Rock Cycle	I can explain how an igneous rock is transformed from a metamorphic and sedimentary rock	125240	2812	Through melting and solidification	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103488	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.10B Rock Cycle	What role does erosion play in the rock cycle?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Nulla sequi ea delectus.	6.10B Rock Cycle	I can describe how a rock is formed through a cycle	125240	2812	breaking down rocks	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103424	35	103426	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.10B Rock Cycle	How do igneous rocks transform into sedimentary rocks?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Ut labore error iure.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2812	Weathering, erosion, deposition, compaction, cementation	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103440	35	103442	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.10B Rock Cycle	How do rocks change into different types?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Through chemical reactions only	6.10B Rock Cycle	I can describe how a rock is formed through a cycle	125240	2812	Through the rock cycle	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103408	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.10B Rock Cycle	Sedimentary rocks are formed from metamorphic rocks through _____ and erosion.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Minus harum nam nihil.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2812	weathering	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103432	35	103433	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.5C Formation of a New Substance	A temperature change in a substance without external heating or cooling indicates a chemical change.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.5C Formation of a New Substance	I can identify the evidences of a chemical change	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103948	35	103951	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.5C Formation of a New Substance	Gas bubbles forming in a liquid mixture is an indication of a chemical change.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.5C Formation of a New Substance	I can identify the evidences of a chemical change	125240	2812	TRUE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103944	35	103947	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:45	6.5C Formation of a New Substance	The production of a _____ is a sign of a chemical change.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Dicta rerum voluptatum nobis.	6.5C Formation of a New Substance	I can differentiate between a chemical and physical change	125240	2812	precipitate	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103936	35	103937	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	Why is dissolving sugar in water considered a physical change?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	It produces a gas	6.5C Formation of a New Substance	I can differentiate between a chemical and physical change	125240	2812	It can be easily reversed	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103932	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	Mass is created during a chemical reaction.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	FALSE	6.5C Formation of a New Substance	I can analyze two substances and combine them to see a chemical change.	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103980	35	103983	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	The formation of a precipitate always indicates a physical change.	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103992	35	103995	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	Mixing vinegar and baking soda produces _____ as a new substance.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Tempore sed ullam aperiam.	6.5C Formation of a New Substance	I can analyze two substances and combine them to see a chemical change.	125240	2812	gas	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103964	35	103965	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	The production of _____ during a reaction can indicate a new substance is forming.	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Voluptas omnis ullam cupiditate.	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2812	sound	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	104008	35	104009	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:44	6.5C Formation of a New Substance	What does a change in smell or taste of a substance usually indicate?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Chemical change	6.5C Formation of a New Substance	I can identify a chemical change	125240	2812	Chemical change	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103908	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	Define speed in relation to distance and time.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Quia eaque atque nihil.	6.3 Force and Motion	I can calculate distance using speed and time measurements	125240	2812	Distance per time	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103344	35	103346	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.5C Formation of a New Substance	What does the formation of a precipitate in a solution indicate?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Saturation	6.5C Formation of a New Substance	I can identify a chemical change	125240	2812	Chemical change	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103904	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	To calculate distance, multiply speed by _____.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Laudantium sed cupiditate accusamus.	6.3 Force and Motion	I can calculate distance using speed and time measurements	125240	2812	time	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103336	35	103337	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	During descent, kinetic energy _____ as potential energy decreases.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Cupiditate aperiam ex et.	6.3 Force and Motion	I can describe which points have the highest/ lowest kinetic and potential energy on a roller coaster model.	125240	2812	increases	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103376	35	103377	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	Kinetic energy on a roller coaster is highest at the _____.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Quia non quas architecto.	6.3 Force and Motion	I can describe which points have the highest/ lowest kinetic and potential energy on a roller coaster model.	125240	2812	bottom	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103364	35	103365	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	Consistent units are not necessary for accurate time calculations.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	FALSE	6.3 Force and Motion	I can calculate time using distance speed measurements	125240	2812	FALSE	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103316	35	103319	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:43	6.3 Force and Motion	To find time, divide the _____ by the speed.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Harum sit perferendis nulla.	6.3 Force and Motion	I can calculate time using distance speed measurements	125240	2812	distance	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103312	35	103313	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:42	6.3 Force and Motion	What is the net force when forces on an object are balanced?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	1 N in a random direction	6.3 Force and Motion	I can calculate the netforce of an object with direction of movement.	125240	2812	0 N, causing no change in motion	select_one_multiple_choice	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z		35	103276	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:42	6.3 Force and Motion	The direction of net force determines the object's _____ direction.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Eum et hic exercitationem.	6.3 Force and Motion	I can calculate the netforce of an object with direction of movement.	125240	2812	acceleration	short_answer	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103280	35	103281	pre-test	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:42	6.3 Force and Motion	Explain the effect of unbalanced forces on a stationary object.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Est quas aut consequatur.	6.3 Force and Motion	I can compare balanced vs unbalanced forces.	125240	2812	Causes it to move	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103240	35	103242	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23951	3449	2024-03-27 05:00:00	2024-03-25 21:39:42	6.3 Force and Motion	What happens to an object when the forces acting on it are balanced?	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Impedit saepe quae ipsum.	6.3 Force and Motion	I can compare balanced vs unbalanced forces.	125240	2812	No change in motion	free_response	2024-03-27 05:00:00 UTC	2024-03-27T05:00:00.000Z	103260	35	103262	pre-test	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:42	6.3 Force and Motion	Unbalanced forces acting on a stationary object will keep it at rest.	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.3 Force and Motion	I can compare balanced vs unbalanced forces.	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103240	35	103243	experiment	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.3 Force and Motion	The average speed formula only calculates speed, not distance.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.3 Force and Motion	I can calculate average speed using distance time measurements.	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103300	35	103303	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.3 Force and Motion	What can the average speed formula calculate if speed and time are known?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Force	6.3 Force and Motion	I can calculate average speed using distance time measurements.	125240	2813	Distance	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z		35	103300	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.3 Force and Motion	What is the formula to calculate distance when you know speed and time?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Consectetur distinctio et eos.	6.3 Force and Motion	I can calculate average speed using distance time measurements.	125240	2813	distance = speed x time	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103300	35	103302	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.3 Force and Motion	Given speed and time, the average speed formula can calculate _____.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Qui enim in et.	6.3 Force and Motion	I can calculate average speed using distance time measurements.	125240	2813	distance	short_answer	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103300	35	103301	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.10D Plate Tectonics	Mountains are a common feature formed at transform plate boundaries.	High Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	FALSE	6.10D Plate Tectonics	I can identify the geological event that happens at a transform plate boundary	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103568	35	103571	experiment	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:41	6.10D Plate Tectonics	Volcanic mountain ranges are not commonly formed at convergent continental to oceanic plate boundaries.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	TRUE	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to oceanic plate boundary	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103668	35	103671	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.10D Plate Tectonics	What type of landform is commonly formed by volcanic activity at convergent continental to oceanic plate boundaries?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Plateaus	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to oceanic plate boundary	125240	2813	Volcanic mountain ranges	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z		35	103668	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.10D Plate Tectonics	Volcanic activity at convergent continental to oceanic plate boundaries commonly results in the formation of _____ mountain ranges.	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Pariatur deserunt ad optio.	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to oceanic plate boundary	125240	2813	volcanic	short_answer	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103668	35	103669	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.5C Formation of a New Substance	Why is a change in color significant in chemical reactions?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Voluptatibus ut eligendi ullam.	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2813	Indicates new substance	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103988	35	103990	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.5C Formation of a New Substance	What does a color change in a substance indicate?	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Voluptatem et doloribus eos.	6.5C Formation of a New Substance	I can identify the evidences of a chemical change	125240	2813	chemical change	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103940	35	103942	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.10D Plate Tectonics	How does volcanic activity contribute to landform creation at convergent continental to oceanic plate boundaries?	High Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Sit voluptatibus quaerat quo.	6.10D Plate Tectonics	I can identify what types of land forms at a convergent continental to oceanic plate boundary	125240	2813	Forms volcanic mountain ranges	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103668	35	103670	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:40	6.5C Formation of a New Substance	What does a change in color of a substance usually indicate?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	No change has occurred	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2813	A chemical reaction	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z		35	103988	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:39	6.5C Formation of a New Substance	A change in color is a reliable indicator of a chemical reaction.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	FALSE	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2813	TRUE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103988	35	103991	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:39	6.9A Thermal Energy Transfer	Temperature equilibrium can only occur in controlled environments.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.9A Thermal Energy Transfer	I can explain that all objects try to reach equilibrium in temperature	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103864	35	103867	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:39	6.5C Formation of a New Substance	A change in _____ often indicates a chemical reaction has occurred.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Impedit blanditiis nesciunt incidunt.	6.5C Formation of a New Substance	I can examine an object and see its physical properties	125240	2813	color	short_answer	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103988	35	103989	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.9A Thermal Energy Transfer	In convection, heat is transferred through the stationary positioning of warm and cool areas.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103792	35	103795	experiment	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.9A Thermal Energy Transfer	Explain how heating water on a stove demonstrates convection.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Animi voluptas ut aut.	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2813	Water circulates due to heat	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103796	35	103798	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.9A Thermal Energy Transfer	Convection results in the _____ of air in the atmosphere.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Animi iure qui molestiae.	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2813	circulation	short_answer	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103804	35	103805	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.10B Rock Cycle	Igneous rocks are formed from cooled magma or lava.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	TRUE	6.10B Rock Cycle	I can describe how a rock is formed through a cycle	125240	2813	TRUE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103416	35	103419	experiment	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.9A Thermal Energy Transfer	How is convection used in artificial systems?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	In the process of photosynthesis	6.9A Thermal Energy Transfer	I can explain that convection is the transfer of heat through hot and cold gas or liquid	125240	2813	In the operation of refrigerators	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z		35	103812	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.10B Rock Cycle	The rock cycle is a linear process with a beginning and an end.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	FALSE	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2813	FALSE	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103452	35	103455	experiment	nsf-phase-2				correct	1161	6th Grade Science 23-24	correct
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.10B Rock Cycle	What is erosion's role in sedimentary rock formation?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Libero voluptas adipisci qui.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2813	Transporting sediments	free_response	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103444	35	103446	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.10B Rock Cycle	Sediments are transformed into sedimentary rocks through compaction and _____.	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Ut incidunt sed a.	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2813	cementation	short_answer	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z	103436	35	103437	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3688	2024-04-16 05:00:00	2024-03-25 21:39:38	6.10B Rock Cycle	How are sedimentary rocks formed from metamorphic rocks?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	High Question variability	Question variability	Select	Heat and pressure	6.10B Rock Cycle	I can explain how a sedimentary rock is transformed from a metamorphic and igneous rock	125240	2813	Weathering and erosion	select_one_multiple_choice	2024-04-16 05:00:00 UTC	2024-04-16T05:00:00.000Z		35	103432	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3687	2024-04-13 05:00:00	2024-03-25 21:39:37	6.5C Formation of a New Substance	A _____ change in a substance often indicates a chemical change.	Low Topic spacing	Topic spacing	High Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Perspiciatis nam atque autem.	6.5C Formation of a New Substance	I can identify the evidences of a chemical change	125240	2813	color	short_answer	2024-04-13 05:00:00 UTC	2024-04-13T05:00:00.000Z	103940	35	103941	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3687	2024-04-13 05:00:00	2024-03-25 21:39:37	6.5C Formation of a New Substance	Which of the following is an example of a physical change?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Burning wood	6.5C Formation of a New Substance	I can differentiate between a chemical and physical change	125240	2813	Cutting paper	select_one_multiple_choice	2024-04-13 05:00:00 UTC	2024-04-13T05:00:00.000Z		35	103924	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
23956	3687	2024-04-13 05:00:00	2024-03-25 21:39:37	6.5C Formation of a New Substance	What defines a physical change?	Low Topic spacing	Topic spacing	Low Learning objective spacing	Learning objective spacing	Low Question variability	Question variability	Select	Blanditiis ipsum deserunt et.	6.5C Formation of a New Substance	I can differentiate between a chemical and physical change	125240	2813	Alters appearance, not identity	free_response	2024-04-13 05:00:00 UTC	2024-04-13T05:00:00.000Z	103924	35	103926	experiment	nsf-phase-2				incorrect	1161	6th Grade Science 23-24	incorrect
