Anon Student Id	Session Id	Time	Problem Start Time	Problem Name	Level (Course)	Input	Condition Name	Condition Type	Condition Name	Condition Type	Action	Selection	KC (Topic)	KC (LO)	School	Class	CF (Exemplar Answer)	CF (Question Type)	CF (Original Due Date)	CF (Response Time)	CF (Completion Time)	CF (Experiment ID)	CF (Stage)	CF (Anon Teacher Id)	CF (Course)	CF (Question Id)	CF (Assignment Day)	Outcome
31	454	1738240643200.6	1738240603526.6	This is a placeholder MCQ question for LO2 Set6?	AP Biology	a	narrow	Standard Spacing	low	Question Variability	Select	a	Learning Objective 2	106	1	2	a	Multiple Choice	1738249542801	39674	1738240653490.6	1	learning	101	AP Biology	spacing-1002-mcq-106	W2D1	CORRECT
31	454	1738240688792.6	1738240653490.6	This is a placeholder SHA question for LO2 Set6?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 2	106	1	2	placeholder	Short Answer	1738249542801	35302	1738240696595.6	1	learning	101	AP Biology	spacing-1002-sha-106	W2D1	INCORRECT
31	454	1738240750136.6	1738240696595.6	This is a placeholder MCQ question for LO2 Set6?	AP Biology	a	narrow	Standard Spacing	low	Question Variability	Select	a	Learning Objective 2	106	1	2	a	Multiple Choice	1738249542801	53541	1738240762282.6	1	learning	101	AP Biology	spacing-1002-mcq-106	W2D1	CORRECT
31	454	1738240805458.6	1738240762282.6	This is a placeholder MCQ question for LO5 Set3?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 5	103	1	2	a	Multiple Choice	1738249542801	43176	1738240814560.6	1	learning	101	AP Biology	spacing-1005-mcq-103	W2D1	CORRECT
31	454	1738240869470.6	1738240814560.6	This is a placeholder MCQ question for LO2 Set6?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 2	106	1	2	a	Multiple Choice	1738249542801	54910	1738240880827.6	1	learning	101	AP Biology	spacing-1002-mcq-106	W2D1	INCORRECT
31	454	1738240933347.6	1738240880827.6	This is a placeholder SHA question for LO14 Set7?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 14	107	1	2	placeholder	Short Answer	1738249542801	52520	1738240947834.6	1	learning	101	AP Biology	spacing-1014-sha-107	W2D1	INCORRECT
31	454	1738240978104.6	1738240947834.6	This is a placeholder SHA question for LO2 Set6?	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 2	106	1	2	placeholder	Short Answer	1738249542801	30270	1738240981562.6	1	learning	101	AP Biology	spacing-1002-sha-106	W2D1	CORRECT
31	454	1738241029871.6	1738240981562.6	This is a placeholder TOF question for LO23 Set7?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 23	107	1	2	true	True or False	1738249542801	48309	1738241035237.6	1	learning	101	AP Biology	spacing-1023-tof-107	W2D1	CORRECT
31	454	1738241067774.6	1738241035237.6	This is a placeholder FIB question for LO9 Set4 with _____	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 9	104	1	2	placeholder	Fill in Blank	1738249542801	32537	1738241074915.6	1	learning	101	AP Biology	spacing-1009-fib-104	W2D1	INCORRECT
31	454	1738241137022.6	1738241074915.6	This is a placeholder MCQ question for LO13 Set3?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 13	103	1	2	a	Multiple Choice	1738249542801	62107	1738241146799.6	1	learning	101	AP Biology	spacing-1013-mcq-103	W2D1	CORRECT
31	454	1738241195101.6	1738241146799.6	This is a placeholder MCQ question for LO18 Set6?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 18	106	1	2	a	Multiple Choice	1738249542801	48302	1738241201734.6	1	learning	101	AP Biology	spacing-1018-mcq-106	W2D1	INCORRECT
31	454	1738241257193.6	1738241201734.6	This is a placeholder FIB question for LO22 Set2 with _____	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 22	102	1	2	placeholder	Fill in Blank	1738249542801	55459	1738241267316.6	1	learning	101	AP Biology	spacing-1022-fib-102	W2D1	INCORRECT
31	454	1738241323630.6	1738241267316.6	This is a placeholder MCQ question for LO1 Set6?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 1	106	1	2	a	Multiple Choice	1738249542801	56314	1738241334374.6	1	learning	101	AP Biology	spacing-1001-mcq-106	W2D1	CORRECT
31	454	1738241364603.6	1738241334374.6	This is a placeholder TOF question for LO2 Set6?	AP Biology	true	narrow	Standard Spacing	low	Question Variability	Select	true	Learning Objective 2	106	1	2	true	True or False	1738249542801	30229	1738241368371.6	1	learning	101	AP Biology	spacing-1002-tof-106	W2D1	CORRECT
31	454	1738241422340.6	1738241368371.6	This is a placeholder FIB question for LO2 Set6 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 2	106	1	2	placeholder	Fill in Blank	1738249542801	53969	1738241433075.6	1	learning	101	AP Biology	spacing-1002-fib-106	W2D1	INCORRECT
31	454	1738241489227.6	1738241433075.6	This is a placeholder MCQ question for LO12 Set4?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 12	104	1	2	a	Multiple Choice	1738249542801	56152	1738241497615.6	1	learning	101	AP Biology	spacing-1012-mcq-104	W2D1	CORRECT
31	454	1738241558760.6	1738241497615.6	This is a placeholder FIB question for LO2 Set6 with _____	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 2	106	1	2	placeholder	Fill in Blank	1738249542801	61145	1738241570547.6	1	learning	101	AP Biology	spacing-1002-fib-106	W2D1	CORRECT
31	455	1738329773472.7917	1738329711769.7917	This is a placeholder FIB question for LO15 Set2 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 15	102	1	2	placeholder	Fill in Blank	1738335942801	61703	1738329781850.7917	1	learning	101	AP Biology	spacing-1015-fib-102	W2D2	CORRECT
31	455	1738329822538.7917	1738329781850.7917	This is a placeholder FIB question for LO19 Set1 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 19	101	1	2	placeholder	Fill in Blank	1738335942801	40688	1738329828094.7917	1	learning	101	AP Biology	spacing-1019-fib-101	W2D2	INCORRECT
31	455	1738329883740.7917	1738329828094.7917	This is a placeholder FIB question for LO19 Set2 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	102	1	2	placeholder	Fill in Blank	1738335942801	55646	1738329894482.7917	1	learning	101	AP Biology	spacing-1019-fib-102	W2D2	CORRECT
31	455	1738329958609.7917	1738329894482.7917	This is a placeholder TOF question for LO19 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 19	103	1	2	true	True or False	1738335942801	64127	1738329975306.7917	1	learning	101	AP Biology	spacing-1019-tof-103	W2D2	INCORRECT
31	455	1738330032862.7917	1738329975306.7917	This is a placeholder MCQ question for LO5 Set2?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 5	102	1	2	a	Multiple Choice	1738335942801	57556	1738330046257.7917	1	learning	101	AP Biology	spacing-1005-mcq-102	W2D2	CORRECT
31	455	1738330095368.7917	1738330046257.7917	This is a placeholder TOF question for LO22 Set1?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 22	101	1	2	true	True or False	1738335942801	49111	1738330105627.7917	1	learning	101	AP Biology	spacing-1022-tof-101	W2D2	CORRECT
31	455	1738330168834.7917	1738330105627.7917	This is a placeholder FIB question for LO19 Set3 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	103	1	2	placeholder	Fill in Blank	1738335942801	63207	1738330179648.7917	1	learning	101	AP Biology	spacing-1019-fib-103	W2D2	CORRECT
31	455	1738330233683.7917	1738330179648.7917	This is a placeholder SHA question for LO12 Set2?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 12	102	1	2	placeholder	Short Answer	1738335942801	54035	1738330240319.7917	1	learning	101	AP Biology	spacing-1012-sha-102	W2D2	INCORRECT
31	455	1738330305351.7917	1738330240319.7917	This is a placeholder TOF question for LO14 Set7?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 14	107	1	2	true	True or False	1738335942801	65032	1738330318782.7917	1	learning	101	AP Biology	spacing-1014-tof-107	W2D2	CORRECT
31	455	1738330385120.7917	1738330318782.7917	This is a placeholder SHA question for LO19 Set6?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	106	1	2	placeholder	Short Answer	1738335942801	66338	1738330400843.7917	1	learning	101	AP Biology	spacing-1019-sha-106	W2D2	CORRECT
31	455	1738330437508.7917	1738330400843.7917	This is a placeholder MCQ question for LO9 Set4?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 9	104	1	2	a	Multiple Choice	1738335942801	36665	1738330443382.7917	1	learning	101	AP Biology	spacing-1009-mcq-104	W2D2	CORRECT
31	455	1738330473298.7917	1738330443382.7917	This is a placeholder MCQ question for LO19 Set1?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 19	101	1	2	a	Multiple Choice	1738335942801	29916	1738330480015.7917	1	learning	101	AP Biology	spacing-1019-mcq-101	W2D2	INCORRECT
31	455	1738330504058.7917	1738330480015.7917	This is a placeholder TOF question for LO8 Set2?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 8	102	1	2	true	True or False	1738335942801	24043	1738330510524.7917	1	learning	101	AP Biology	spacing-1008-tof-102	W2D2	CORRECT
31	455	1738330573048.7917	1738330510524.7917	This is a placeholder FIB question for LO19 Set1 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	101	1	2	placeholder	Fill in Blank	1738335942801	62524	1738330590861.7917	1	learning	101	AP Biology	spacing-1019-fib-101	W2D2	CORRECT
31	455	1738330625689.7917	1738330590861.7917	This is a placeholder MCQ question for LO23 Set2?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 23	102	1	2	a	Multiple Choice	1738335942801	34828	1738330631374.7917	1	learning	101	AP Biology	spacing-1023-mcq-102	W2D2	CORRECT
31	455	1738330689207.7917	1738330631374.7917	This is a placeholder MCQ question for LO1 Set6?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 1	106	1	2	a	Multiple Choice	1738335942801	57833	1738330699860.7917	1	learning	101	AP Biology	spacing-1001-mcq-106	W2D2	CORRECT
31	455	1738330733642.7917	1738330699860.7917	This is a placeholder MCQ question for LO19 Set3?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 19	103	1	2	a	Multiple Choice	1738335942801	33782	1738330740338.7917	1	learning	101	AP Biology	spacing-1019-mcq-103	W2D2	CORRECT
31	455	1738330763667.7917	1738330740338.7917	This is a placeholder MCQ question for LO19 Set6?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 19	106	1	2	a	Multiple Choice	1738335942801	23329	1738330767306.7917	1	learning	101	AP Biology	spacing-1019-mcq-106	W2D2	INCORRECT
31	455	1738330812726.7917	1738330767306.7917	This is a placeholder FIB question for LO19 Set2 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	102	1	2	placeholder	Fill in Blank	1738335942801	45420	1738330824423.7917	1	learning	101	AP Biology	spacing-1019-fib-102	W2D2	CORRECT
31	455	1738330878345.7917	1738330824423.7917	This is a placeholder SHA question for LO19 Set2?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	102	1	2	placeholder	Short Answer	1738335942801	53922	1738330887239.7917	1	learning	101	AP Biology	spacing-1019-sha-102	W2D2	CORRECT
31	455	1738330916741.7917	1738330887239.7917	This is a placeholder TOF question for LO13 Set7?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 13	107	1	2	true	True or False	1738335942801	29502	1738330920761.7917	1	learning	101	AP Biology	spacing-1013-tof-107	W2D2	INCORRECT
31	455	1738330966859.7917	1738330920761.7917	This is a placeholder FIB question for LO19 Set6 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 19	106	1	2	placeholder	Fill in Blank	1738335942801	46098	1738330973030.7917	1	learning	101	AP Biology	spacing-1019-fib-106	W2D2	CORRECT
31	455	1738331023034.7917	1738330973030.7917	This is a placeholder TOF question for LO20 Set6?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 20	106	1	2	true	True or False	1738335942801	50004	1738331034410.7917	1	learning	101	AP Biology	spacing-1020-tof-106	W2D2	CORRECT
31	455	1738331062550.7917	1738331034410.7917	This is a placeholder MCQ question for LO18 Set5?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 18	105	1	2	a	Multiple Choice	1738335942801	28140	1738331066847.7917	1	learning	101	AP Biology	spacing-1018-mcq-105	W2D2	CORRECT
31	456	1738846526420.5488	1738846473040.5488	This is a placeholder TOF question for LO14 Set7?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 14	107	1	2	true	True or False	1738854342801	53380	1738846542264.5488	1	learning	101	AP Biology	spacing-1014-tof-107	W3D1	CORRECT
31	456	1738846598579.5488	1738846542264.5488	This is a placeholder MCQ question for LO13 Set7?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 13	107	1	2	a	Multiple Choice	1738854342801	56315	1738846613158.5488	1	learning	101	AP Biology	spacing-1013-mcq-107	W3D1	INCORRECT
31	456	1738846652466.5488	1738846613158.5488	This is a placeholder SHA question for LO3 Set2?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 3	102	1	2	placeholder	Short Answer	1738854342801	39308	1738846660233.5488	1	learning	101	AP Biology	spacing-1003-sha-102	W3D1	CORRECT
31	456	1738846715703.5488	1738846660233.5488	This is a placeholder MCQ question for LO3 Set5?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 3	105	1	2	a	Multiple Choice	1738854342801	55470	1738846725267.5488	1	learning	101	AP Biology	spacing-1003-mcq-105	W3D1	INCORRECT
31	456	1738846791525.5488	1738846725267.5488	This is a placeholder TOF question for LO3 Set3?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	103	1	2	true	True or False	1738854342801	66258	1738846800749.5488	1	learning	101	AP Biology	spacing-1003-tof-103	W3D1	CORRECT
31	456	1738846860607.5488	1738846800749.5488	This is a placeholder TOF question for LO3 Set2?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	102	1	2	true	True or False	1738854342801	59858	1738846870752.5488	1	learning	101	AP Biology	spacing-1003-tof-102	W3D1	CORRECT
31	456	1738846909380.5488	1738846870752.5488	This is a placeholder MCQ question for LO22 Set5?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 22	105	1	2	a	Multiple Choice	1738854342801	38628	1738846913783.5488	1	learning	101	AP Biology	spacing-1022-mcq-105	W3D1	INCORRECT
31	456	1738846937993.5488	1738846913783.5488	This is a placeholder SHA question for LO23 Set5?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 23	105	1	2	placeholder	Short Answer	1738854342801	24210	1738846943944.5488	1	learning	101	AP Biology	spacing-1023-sha-105	W3D1	CORRECT
31	456	1738847009270.5488	1738846943944.5488	This is a placeholder TOF question for LO18 Set7?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 18	107	1	2	true	True or False	1738854342801	65326	1738847016808.5488	1	learning	101	AP Biology	spacing-1018-tof-107	W3D1	CORRECT
31	456	1738847073785.5488	1738847016808.5488	This is a placeholder TOF question for LO20 Set6?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 20	106	1	2	true	True or False	1738854342801	56977	1738847082772.5488	1	learning	101	AP Biology	spacing-1020-tof-106	W3D1	INCORRECT
31	456	1738847115171.5488	1738847082772.5488	This is a placeholder FIB question for LO3 Set5 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 3	105	1	2	placeholder	Fill in Blank	1738854342801	32399	1738847123617.5488	1	learning	101	AP Biology	spacing-1003-fib-105	W3D1	INCORRECT
31	456	1738847175976.5488	1738847123617.5488	This is a placeholder FIB question for LO15 Set2 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 15	102	1	2	placeholder	Fill in Blank	1738854342801	52359	1738847185598.5488	1	learning	101	AP Biology	spacing-1015-fib-102	W3D1	CORRECT
31	456	1738847223469.5488	1738847185598.5488	This is a placeholder SHA question for LO3 Set2?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 3	102	1	2	placeholder	Short Answer	1738854342801	37871	1738847230000.5488	1	learning	101	AP Biology	spacing-1003-sha-102	W3D1	INCORRECT
31	456	1738847282632.5488	1738847230000.5488	This is a placeholder TOF question for LO3 Set3?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	103	1	2	true	True or False	1738854342801	52632	1738847291777.5488	1	learning	101	AP Biology	spacing-1003-tof-103	W3D1	CORRECT
31	456	1738847326260.5488	1738847291777.5488	This is a placeholder TOF question for LO3 Set4?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	104	1	2	true	True or False	1738854342801	34483	1738847335808.5488	1	learning	101	AP Biology	spacing-1003-tof-104	W3D1	CORRECT
31	456	1738847395086.5488	1738847335808.5488	This is a placeholder TOF question for LO5 Set2?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 5	102	1	2	true	True or False	1738854342801	59278	1738847407171.5488	1	learning	101	AP Biology	spacing-1005-tof-102	W3D1	CORRECT
31	456	1738847470164.5488	1738847407171.5488	This is a placeholder FIB question for LO3 Set4 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 3	104	1	2	placeholder	Fill in Blank	1738854342801	62993	1738847482095.5488	1	learning	101	AP Biology	spacing-1003-fib-104	W3D1	CORRECT
31	456	1738847532589.5488	1738847482095.5488	This is a placeholder FIB question for LO8 Set2 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 8	102	1	2	placeholder	Fill in Blank	1738854342801	50494	1738847539648.5488	1	learning	101	AP Biology	spacing-1008-fib-102	W3D1	CORRECT
31	456	1738847584782.5488	1738847539648.5488	This is a placeholder MCQ question for LO12 Set3?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 12	103	1	2	a	Multiple Choice	1738854342801	45134	1738847589824.5488	1	learning	101	AP Biology	spacing-1012-mcq-103	W3D1	CORRECT
31	456	1738847644347.5488	1738847589824.5488	This is a placeholder TOF question for LO9 Set4?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 9	104	1	2	true	True or False	1738854342801	54523	1738847654947.5488	1	learning	101	AP Biology	spacing-1009-tof-104	W3D1	INCORRECT
31	456	1738847694609.5488	1738847654947.5488	This is a placeholder TOF question for LO3 Set4?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	104	1	2	true	True or False	1738854342801	39662	1738847706289.5488	1	learning	101	AP Biology	spacing-1003-tof-104	W3D1	CORRECT
31	456	1738847762664.5488	1738847706289.5488	This is a placeholder SHA question for LO3 Set3?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 3	103	1	2	placeholder	Short Answer	1738854342801	56375	1738847776652.5488	1	learning	101	AP Biology	spacing-1003-sha-103	W3D1	CORRECT
31	456	1738847842420.5488	1738847776652.5488	This is a placeholder SHA question for LO1 Set6?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 1	106	1	2	placeholder	Short Answer	1738854342801	65768	1738847861376.5488	1	learning	101	AP Biology	spacing-1001-sha-106	W3D1	CORRECT
31	456	1738847925768.5488	1738847861376.5488	This is a placeholder TOF question for LO3 Set5?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	105	1	2	true	True or False	1738854342801	64392	1738847944675.5488	1	learning	101	AP Biology	spacing-1003-tof-105	W3D1	CORRECT
31	457	1738932635797.6736	1738932597680.6736	This is a placeholder MCQ question for LO20 Set6?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 20	106	1	2	a	Multiple Choice	1738940742801	38117	1738932645533.6736	1	learning	101	AP Biology	spacing-1020-mcq-106	W3D2	CORRECT
31	457	1738932706835.6736	1738932645533.6736	This is a placeholder SHA question for LO8 Set2?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 8	102	1	2	placeholder	Short Answer	1738940742801	61302	1738932718974.6736	1	learning	101	AP Biology	spacing-1008-sha-102	W3D2	CORRECT
31	457	1738932768516.6736	1738932718974.6736	This is a placeholder MCQ question for LO7 Set3?	AP Biology	a	narrow	Standard Spacing	low	Question Variability	Select	a	Learning Objective 7	103	1	2	a	Multiple Choice	1738940742801	49542	1738932773531.6736	1	learning	101	AP Biology	spacing-1007-mcq-103	W3D2	CORRECT
31	457	1738932806466.6736	1738932773531.6736	This is a placeholder TOF question for LO15 Set2?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 15	102	1	2	true	True or False	1738940742801	32935	1738932815904.6736	1	learning	101	AP Biology	spacing-1015-tof-102	W3D2	CORRECT
31	457	1738932852332.6736	1738932815904.6736	This is a placeholder MCQ question for LO23 Set1?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 23	101	1	2	a	Multiple Choice	1738940742801	36428	1738932860400.6736	1	learning	101	AP Biology	spacing-1023-mcq-101	W3D2	CORRECT
31	457	1738932921804.6736	1738932860400.6736	This is a placeholder FIB question for LO5 Set5 with _____	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 5	105	1	2	placeholder	Fill in Blank	1738940742801	61404	1738932938437.6736	1	learning	101	AP Biology	spacing-1005-fib-105	W3D2	CORRECT
31	457	1738932995930.6736	1738932938437.6736	This is a placeholder MCQ question for LO1 Set6?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 1	106	1	2	a	Multiple Choice	1738940742801	57493	1738933001730.6736	1	learning	101	AP Biology	spacing-1001-mcq-106	W3D2	INCORRECT
31	457	1738933039623.6736	1738933001730.6736	This is a placeholder MCQ question for LO9 Set4?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 9	104	1	2	a	Multiple Choice	1738940742801	37893	1738933050455.6736	1	learning	101	AP Biology	spacing-1009-mcq-104	W3D2	CORRECT
31	457	1738933081401.6736	1738933050455.6736	This is a placeholder SHA question for LO13 Set3?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 13	103	1	2	placeholder	Short Answer	1738940742801	30946	1738933085442.6736	1	learning	101	AP Biology	spacing-1013-sha-103	W3D2	CORRECT
31	457	1738933111816.6736	1738933085442.6736	This is a placeholder SHA question for LO7 Set3?	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	2	placeholder	Short Answer	1738940742801	26374	1738933116630.6736	1	learning	101	AP Biology	spacing-1007-sha-103	W3D2	CORRECT
31	457	1738933182985.6736	1738933116630.6736	This is a placeholder TOF question for LO14 Set7?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 14	107	1	2	true	True or False	1738940742801	66355	1738933195226.6736	1	learning	101	AP Biology	spacing-1014-tof-107	W3D2	INCORRECT
31	457	1738933252037.6736	1738933195226.6736	This is a placeholder SHA question for LO7 Set3?	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	2	placeholder	Short Answer	1738940742801	56811	1738933265139.6736	1	learning	101	AP Biology	spacing-1007-sha-103	W3D2	CORRECT
31	457	1738933288571.6736	1738933265139.6736	This is a placeholder SHA question for LO7 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	2	placeholder	Short Answer	1738940742801	23432	1738933293815.6736	1	learning	101	AP Biology	spacing-1007-sha-103	W3D2	INCORRECT
31	457	1738933325515.6736	1738933293815.6736	This is a placeholder TOF question for LO7 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	2	true	True or False	1738940742801	31700	1738933329106.6736	1	learning	101	AP Biology	spacing-1007-tof-103	W3D2	INCORRECT
31	457	1738933371068.6736	1738933329106.6736	This is a placeholder FIB question for LO7 Set3 with _____	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	2	placeholder	Fill in Blank	1738940742801	41962	1738933376176.6736	1	learning	101	AP Biology	spacing-1007-fib-103	W3D2	CORRECT
31	457	1738933412137.6736	1738933376176.6736	This is a placeholder MCQ question for LO7 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	2	a	Multiple Choice	1738940742801	35961	1738933420245.6736	1	learning	101	AP Biology	spacing-1007-mcq-103	W3D2	INCORRECT
31	457	1738933487252.6736	1738933420245.6736	This is a placeholder FIB question for LO18 Set6 with _____	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 18	106	1	2	placeholder	Fill in Blank	1738940742801	67007	1738933503431.6736	1	learning	101	AP Biology	spacing-1018-fib-106	W3D2	INCORRECT
31	457	1738933532499.6736	1738933503431.6736	This is a placeholder SHA question for LO7 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	2	placeholder	Short Answer	1738940742801	29068	1738933538140.6736	1	learning	101	AP Biology	spacing-1007-sha-103	W3D2	INCORRECT
31	457	1738933566980.6736	1738933538140.6736	This is a placeholder FIB question for LO22 Set4 with _____	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 22	104	1	2	placeholder	Fill in Blank	1738940742801	28840	1738933574533.6736	1	learning	101	AP Biology	spacing-1022-fib-104	W3D2	INCORRECT
31	457	1738933623324.6736	1738933574533.6736	This is a placeholder SHA question for LO7 Set3?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	2	placeholder	Short Answer	1738940742801	48791	1738933632387.6736	1	learning	101	AP Biology	spacing-1007-sha-103	W3D2	INCORRECT
